paper_name,article_title,summary
b'https://www.thehindubusinessline.com/',b'Review petition in SC against its Aadhaar verdict',"b'Member of Parliament and AIMIM president Asaduddin Owaisi took to Twitter to hit out at Pakistan Prime Minister Imran Khan over the latter\xe2\x80\x99s remark that he would show the Narendra Modi government \xe2\x80\x9chow to treat minorities\xe2\x80\x9c.In a tweet on Sunday, Owaisi said Khan should instead take a lesson from India\xe2\x80\x99s inclusive politics and minority right.\xe2\x80\x9cAccording to the Pakistani Constitution, only a Muslim is qualified to be President.Addressing an event in Lahore on Saturday, Khan had referred to actor Naseeruddin Shah\xe2\x80\x99s remarks on mob violence in India and said, \xe2\x80\x9cWe will show the Modi government how to treat minorities.Even in India, people are saying that minorities are not being treated as equal citizens.\xe2\x80\x9d'"
b'https://www.thehindubusinessline.com/',b'Pakistan PM should learn from India: Owaisi',"b'Union minister Prakash Javadekar said the Congress had promised waiver of all farm debt in the five states of Karnataka, Punjab, Madhya Pradesh, Chhattisgarh and Rajasthan but has now turned back on its promise.He told reporters that the Congress had promised a waiver of Rs 45,000 crore of farmers\xe2\x80\x99 loan in Karnataka but had not paid even Rs 75 crore.Farmers suicide\n\nFarmers in debt are feeling distressed and have been served notices by banks, Javadekar said, further alleging that 397 farmers have committed suicide in the six-month reign of the JD(S)-Congress government.Against the total farmers loan of RS 90,000 crore, the state\xe2\x80\x99s Congress government has not allocated even Rs 3 crore in the budget, he said.It has duped ryots in the name of waiving their loans,\xe2\x80\x9d he told reporters.'"
b'https://www.thehindubusinessline.com/',b'Congress `duping\xe2\x80\x99 farmers by not waiving off loans: Javadekar',"b'The Enforcement Directorate (ED) approached a Delhi court seeking issuance of open ended non-bailable warrants (NBW) against four directors, of Sterling Biotech Ltd, in a Rs 5,000 crore money laundering probe case.The agency has sought warrants against directors Nitin Jayantilal Sandesara, Chetankumar Jayantilal Sandesara, Dipti Chetan Sandesara and Hiteshkumar Narendrabhai Patel of the Gujarat-based pharmaceutical firm.Additional Sessions Judge Siddharth Sharma listed the matter for hearing on January 5.The ED has registered the alleged bank fraud case against the firm SBL under sections of the Prevention of Money Laundering Act (PMLA).The accused are also being probed by the ED for allegedly bribing senior income tax department officials as part of an earlier criminal complaint.'"
b'https://www.thehindubusinessline.com/',b'ED seeks non-bailable warrant against 4 Sterling Biotech directors',"b'The team from the Israeli Consulate, led by Deputy Consul General, Ariel Seidman, collaborated with a local group in Bengaluru, to participate in the Blanket Drive.As part of the initiative, they distribute blankets to the needy in Bengaluru\n\nThe consulate decided to do sobefore the end of every festive season(i.e Diwali, Hanukkah or even Christmas).The Blanket Drive is an initiative that was introduced five years ago by a few friends who wanted to make a difference in their community, by providing blankets to the needy on the streets of Bengaluru.The aim of the Blanket Drive is to encourage volunteers to help the homeless.Seidman, the Bengaluru-based Consulate General of Israel to South India, said \xe2\x80\x9cThe partnership between Israel and India flows all the way from the friendship between our Prime Ministers to the single person on the street.'"
b'https://www.thehindubusinessline.com/',b'Israel Consulate distributes blankets to needy in Bengaluru',"b'The city\xe2\x80\x99s air quality remained in the \xe2\x80\x98severe\xe2\x80\x99 category for the third consecutive day on Monday as the wind speed and other meteorological factors remained \xe2\x80\x9chighly unfavourable\xe2\x80\x9d for dispersion of pollutants.Industries located in hotspot industrial areas of Wazirpur, Mundka, Narela, Bawana, Sahibabad and Faridabad will remain closed until Wednesday, EPCA Chairperson Bhure Lal said in a letter to Delhi Chief Secretary Vijay Kumar Dev.Strict enforcement\n\nThe Delhi Pollution Control Committee said the ban comes into force from Monday itself and it is sending letters to industries and construction authorities to immediately halt the activities.The national capital recorded its second highest pollution level of the year on Sunday with an AQI of 450.According to the Indian Institute of Tropical Meteorology (IITM), the air quality is likely to improve on Tuesday, but will remain in the upper end of the \xe2\x80\x98very poor to severe\xe2\x80\x99 category.'"
b'https://www.financialexpress.com',"b'Pollution in Delhi: EPCA shuts industries, construction activities till Wednesday'","b'The last date for interested parties to submit their bids is January 5, following which presentations will be made by bidders on January 7.\xe2\x80\x9cHowever, the issue size may vary based on various factors including but not limited to the decision of the shareholders and management discretion, etc.The bank intends to initiate the work relating to appointment of BRLMs (book running lead managers) and other intermediaries to prepare the requisite documents and to undertake other related activities in relation to the QIP.\xe2\x80\x9d SBI will select and appoint up to five merchant bankers with requisite experience, excluding SBI Capital Markets, who will together be designated as BRLMs.The last date for interested parties to submit their bids is January 5, following which presentations will be made by bidders on January 7.After the bank announced its results for the September quarter, chairman Rajnish Kumar had said the money raised will be deployed specifically for growth.'"
b'https://www.financialexpress.com',"b'SBI invites bids from banks for Rs 20,000-cr QIP'","b'Whenever we do a loan of over Rs 5 crore, we always look at how much is the additional risk weight involved and how much income we are going to earn from it.There is competition, but we are equipped to face it and in RUSU locations, we definitely have an edge.We are on track to close the year with a nominal profit in Q4.But now, since all these instruments have been taken away, by March 31, 2018, the recognition of all those large accounts was completed.In cases where there is an absolute need for fresh exposure, a matching amount must come from the borrower.'"
b'https://www.financialexpress.com',"b'We are on track to close the financial year with a nominal profit in Q4, says CEO of Central Bank of India'","b'Allahabad Bank MD-CEO SS Mallikarjuna Rao\n\nAllahabad Bank has set a cash recovery and upgrade target of Rs 1,000 crore for the October-December quarter to clean up its balance sheet, and the lender is working \xe2\x80\x9cvery hard\xe2\x80\x9d to achieve it, managing director and chief executive officer SS Mallikarjuna Rao has said.The city-based public sector lender is aiming to bring down its gross non-performing assets (NPAs) to around Rs 23,000-24,000 crore by this fiscal-end from Rs 27,236 crore at the end of the second quarter, Rao said during an interview with FE on Saturday.As a part of the turnaround strategy, the lender, which is under the prompt corrective action (PCA) of the Reserve Bank of India, is looking to bring down the net NPA ratio to below 6% by the first quarter next fiscal.So, we are looking at reaching Rs 1,000 crore, which may appear to be little tough because the number of days left in this quarter is less.On capital requirement, Rao said it was expecting that the government would infuse additional capital into it with the Centre going to infuse additional Rs 41,000 crore into public sector banks.'"
b'https://www.financialexpress.com',"b'Allahabad Bank working hard to meet Rs 1,000 crore recovery target in Q3'","b'As per the requirement, the scheme of amalgamation will be placed before Parliament, which is in session till January 8.The government has already committed funds for facilitating the first three-way merger in the public sector banking space.Earlier in September, the \xe2\x80\x98Alternative Mechanism\xe2\x80\x99 (AM) headed by Finance Minister Arun Jaitley decided to merge the three banks with a view to creating a global-sized lender which will be stronger and sustainable.Other members of the AM included Railways Minister Piyush Goyal and Defence Minister Nirmala Sitharaman.Capital Adequacy Ratio (CAR) at 12.25 per cent will be significantly above the regulatory norm of 10.87 per cent, and the stronger amalgamated bank will be better positioned to tap the capital markets.'"
b'https://www.financialexpress.com',"b'Scheme of amalgamation for merger of Bank of Baroda, Dena and Vijaya Bank likely by month-end'","b'Nine bank unions call for one-day strike on December 26 (File)\n\nClose to 1 million employees of various banks, including private lenders, have called for a one-day strike on December 26 to protest against the proposed amalgamation of Vijaya Bank and Dena Bank with Bank of Baroda.The strike call comes on the heels of an officers union of state-run banks observing a day-long strike last Friday on similar grounds along with demand for immediate settlement of their wage negotiations.The unions say post-merger, a large number of branches will be closed and customers will be have to face hardships as already banks are burdened with various government schemes such as Jan Dhan Yojana, Mudra, social security insurance, and PM\xe2\x80\x99s housing scheme, among others.The nation-wide strike had partially impacted banking operations affecting services like deposits and withdrawal at branches, cheque clearances and issuance of demand drafts, among others.The wage talks are on for the past 13 months between the unions and IBA, the latter has offered a wage revision of 8 just per cent.'"
b'https://www.financialexpress.com',b'Nine bank unions call for one-day strike on December 26',"b'The bank is participating in large deals and has steady lines with all the major corporates across segments, Manian said.Demand from the large corporates (ones with revenues of over Rs 1,000 crore) is also coming back, he said, pointing out that this is the most painful segment in the ongoing NPA mess.Read Also| Overseas cues, rupee movement to set market trend, say experts\n\nResolution at the NCLTs is also leading to increased demand as the new buyers scout for loans, he said, adding there is a consolidation on this front where exposures of 15-20 banks are now going to five to six strong banks.Even though this entails hard work, Kotak Bank which is on of strongest from an asset quality stress perspective, maintains a larger focus on short- term lending from a risk perspective, Manian said.Apart from the tenors, it avoids a concentration risk in the book, as it believes in letting go of businesses not complying with its laid down principles and also acts fast at the early signs of stress to have a healthy performing book, he said.'"
b'https://www.financialexpress.com',b'Kotak Mahindra Bank sees corporate loan book swelling by 26 pc in FY20',"b'The \xe2\x80\x98Alternative Mechanism\xe2\x80\x99 (AM) headed by Finance Minister Arun Jaitley had decided to merge three banks with a view to create global size lender, which will be stronger and sustainable.The \xe2\x80\x98Alternative Mechanism\xe2\x80\x99 (AM) headed by Finance Minister Arun Jaitley had decided to merge three banks with a view to create global size lender, which will be stronger and sustainable.Following which, the board of directors of Bank of Baroda had given an in-principle approval for the proposed merger of the three state-owned lenders on September 29.The merged entity will have a combined business of Rs 14.82 lakh crore, making it the third largest bank after SBI and ICICI Bank.The merger of these three lenders comes after India\xe2\x80\x99s top lender State Bank of India (SBI) merging its five subsidiary banks and taking over Bharatiya Mahila Bank last year, which has catapulted it to be among top 50 global lenders.'"
b'https://www.financialexpress.com',"b'Finance Ministry\xe2\x80\x99s Alternative Mechanism gives nod for Bank of Baroda, Dena, Vijaya Bank merger'","b'Demanding immediate wage revision and protesting merger of the state-owned banks, a union of public sector bank officers has called for a strike on December 26.According to several media reports, most of the banks have already informed their customers about the strike and its impact on banking operation.AIBOC joint general secretary Ravinder Gupta told PTI, \xe2\x80\x9cWe have demanded wage revision based on the minimum wages formula without linking to profits or paying capacity.\xe2\x80\x9d\n\nALSO READ: Good news on growth front: Non-food credit growth rises to 15.07%\n\nOn wages, unions are demanding a hike of 25 per cent, increment for all bank employees under scale 1 to 7 and rejection of the proposal to introduce variable pay.Reportedly, as of now many major banks have not given the mandate, few banks have given mandate to IBA for negotiating only upto Scale III officers, said Charanjit deputy general secretary Canara Bank Officers\xe2\x80\x99 Association, an affiliate of AIBOC said.Such fractured mandate will be resulting in deep cut of allocated funds meant for distributing among the various heads of pay slip components and as the allocated funds would be the agreed percentage of total pay slip components of up to scale III in respect of those banks which have given mandate and not the pay slip components of the entire industry of all the cadres including workmen, Gupta said.'"
b'https://www.financialexpress.com',"b'Bank strike: Alert for customers as banks to remain closed against mergers, pay revision'","b'Jaitley announced that the process of recognising restructured standard assets as non-performing assets (NPAs) by PSBs, which was initiated with the Asset Quality Review in 2015, is almost over, with such assets having declined from a peak of 7% (of advances) in March 2015 to just 0.59% in September 2018.The government\xe2\x80\x99s decision to step up infusion could make the task of new Reserve Bank of India (RBI) governor Shaktikanta Das somewhat easier, as the RBI has in recent months strongly resisted the Centre\xe2\x80\x99s plea to ease its \xe2\x80\x9cstringent\xe2\x80\x9d capital adequacy norms and align them with the more liberal Basel norms.It was also necessitated by the fact that PSBs\xe2\x80\x93which were supposed to raise as much as Rs 58,000 crore from the stock markets in two years through FY19 to stay adequately capitalised\xe2\x80\x93have been able to mobilise only Rs 24,400 crore so far, given the unfavourable conditions.However, banks have got a breather in respect of the extension of a deadline for the complete roll-out of the capital conservation buffer rule by a year.However, as FE had pointed out in February, if PSBs were still in bad shape after the government had pumped in Rs 1.2 lakh crore between FY11 and FY17 and another Rs 2.1 lakh crore over 2 years through FY19 (excluding today\xe2\x80\x99s move), the country couldn\xe2\x80\x99t afford such unwise bailouts.'"
b'https://www.financialexpress.com',"b'Breather! PSBs to get Rs 41,000 cr extra capital this fiscal'","b'State-owned Syndicate Bank Thursday said it will raise up to Rs 500 crore by issuing 30 crore shares to its staff under the employee stock purchase scheme.The committee of directors on ESPS (compensation committee) in its meeting held on December 20, 2018 has approved a scheme namely Syndicate Bank Employee Stock Purchase Scheme (ESPS) to raise equity share capital up to Rs 500 crore by creating, granting and issuing up to 30 crore new equity shares to eligible employees of the bank, the lender said in a regulatory filing.\xe2\x80\x9cThe maximum discount is up to 25 per cent for the issuance and allotment of new equity share under the scheme,\xe2\x80\x9d it said.As part of the scheme, the bank had issued up to 10 crore new equity shares to its employees at a discounted price of Rs 53.95 per share.The government in March 2017, had allowed public sector banks to offer stock options to their employees, aimed at retaining experienced hands and better incentives besides a means for raising capital.'"
b'https://www.financialexpress.com',b'Syndicate Bank to raise up to Rs 500 cr via ESPS',"b'Bank credit rose at a healthy 15.07 percent to Rs 92.03 trillion in the fortnight to December 7, while deposits grew 9.66 percent to Rs 118.84 trillion, according to the latest RBI data.In the previous fortnight ended November 23, credit has risen by 15.09 percent to Rs 91.32 trillion, while deposits surged 9.43 percent to Rs 118.13 trillion.In October this year, non-food credit rose 13.4 percent compared to an increase of 6.6 percent in the same month last year.Loans to agriculture and allied activities increased 8 percent in October compared to an increase of 5.5 percent in October last year.Personal loans rose 16.8 percent in October as against 16 percent in October 2017, RBI data showed.'"
b'https://www.financialexpress.com',"b'Bank credit grows by 15.07%, deposits by 9.66%'","b'In June 2016, the bank sold an 18 percent stake in the life insurance arm to Dai-ichi Life for Rs 540 crore.The bank will soon float a request for proposal for exiting the JV company, the source added.The lender has also written to the Japanese partner asking if it would be interested in increasing stake in the company, the source added.In June 2016, the bank sold an 18 percent stake in the life insurance arm to Dai-ichi Life for Rs 540 crore.Also read: Calcutta HC grants permission for BJP\xe2\x80\x99s Rath yatra in West Bengal; slams TMC Government\n\nThe bank had earlier planned to raise around Rs 800 crore by selling stake in some of its other non-core assets\xe2\x80\x93STCI Finance and Sidbi.'"
b'https://www.financialexpress.com',b'Bank of India eyes Rs 1200-cr from exiting life insurance arm Star Union',"b'As part of the consultative process, Das finished meeting with the public sector lender on Wednesday.RBI Governor Shaktikanta Das Thursday said he will meet representatives of private sector banks and cooperative banks next week to discuss issues and concerns.Das took over as 25th Governor of RBI last week following the abrupt exit of Urjit Patel ahead of schedule due to differences with the government.As part of the consultative process, Das finished meeting with the public sector lender on Wednesday.It is believed that heads of state-owned bankers discuss the issues related to relaxing the prompt corrective action (PCA) framework, liquidity and credit flows to MSMEs.'"
b'https://www.financialexpress.com',b'RBI Governor Shaktikanta Das to meet private sector lenders next week',"b'The recapitalisation, Jaitley told reporters, will enhance the lending capacity of state-owned banks and help them come out of the RBI\xe2\x80\x99s Prompt Corrective Action (PCA) framework.Finance Minister Arun Jaitley Thursday said the government will infuse Rs 83,000 crore in public sector banks in the next few months of the current fiscal.Earlier in the day, the government sought Parliament\xe2\x80\x99s approval for infusion of an additional Rs 41,000 crore in the state-owned banks through the second batch of Supplementary Demands for Grants.The recapitalisation, Jaitley told reporters, will enhance the lending capacity of state-owned banks and help them come out of the RBI\xe2\x80\x99s Prompt Corrective Action (PCA) framework.Jaitley further said recognition of non-performing assets in the public sector banks is complete, and the downslide in bad loans has begun.'"
b'https://www.financialexpress.com',"b'Govt to infuse Rs 83,000 cr in PSU banks in next few months: Arun Jaitley'","b'Meet with RBI: Banks want to keep NPAs out of court(Illustration: SHYAM)\n\nAnxious that provisioning requirements for stressed assets will go up, bankers are understood to have asked the Reserve Bank of India (RBI) to relax the rules for out-of-court resolutions as envisaged in the central bank\xe2\x80\x99s February 12 circular.Heads of public sector banks (PSBs) who recently met with RBI governor Shaktikanta Das suggested the threshold level of 100% of votes needed to approve a restructuring plan to prevent an account being referred for the insolvency process be lowered to around 60-66%.Moreover, they asked for eight months time\xe2\x80\x94rather than the current 180 days\xe2\x80\x94to try and find a solution for a bad loan before it is referred to the National Company Law Tribunal (NCLT) under the Insolvency and Bankruptcy Code (IBC).\xe2\x80\x9cThe February 12 circular says any restructuring which is to be done outside the NCLT must have the approval of 100% of banks.The late-night circular on February 12 had said that if a company, to which banks have an exposure of `2,000 crore or more, was late on repayments even by a day, lenders must formulate and implement a resolution plan.'"
b'https://www.financialexpress.com',b'Meet with RBI: Banks want to keep NPAs out of court',"b'Check details here\n\nAhead of the strike called by the United Forum of Bank Unions (UFBU) on December 26, one of the bank officers\xe2\x80\x99 union has called a strike on December 21, demanding unconditional mandate for the XIth bipartite wage revision talks, officials said on Wednesday.In the wake of strikes and holidays, the banks will remain closed from next Friday to Wednesday, except Monday and the banking services could adversely be affected on these days.\xe2\x80\x9cWe called the strike on December 21 demanding full and unconditional mandate for the XIth bipartite wage revision talks based on a charter of demands submitted in May, 2017.Also read| Govt likely to make additional capital infusion in PSU banks: Economic Affairs Secretary Subhash Chandra Garg\n\nAccording to him, over 3.2 lakh officers of the union would participate in the strike as \xe2\x80\x9cno perceptible initiative\xe2\x80\x9d was observed from Indian Banks\xe2\x80\x99 Association to impress upon the five banks who have not yet submitted the unconditional mandate\xe2\x80\x9d.The union opposed the current move to restrict the salary settlements only up to Scale III by citing non-receipt of the \xe2\x80\x98unconditional mandates\xe2\x80\x99 from five banks as a reason whereas 15 banks from the public sector and two private banks have already given \xe2\x80\x98unconditional mandates\xe2\x80\x99.'"
b'https://www.financialexpress.com',"b'Bank holidays, strike alert! Banks may remain closed for these 5 days'","b'This is the second meeting between public sector lenders and RBI since Das took charge last Tuesday, following the sudden resignation of Urjit Patel due to deep differences with the government on a host of issues, including calls for relaxing the PCA for some banks, autonomy and operational independence as well as parting at least one-third of its reserve capital to government among others.Also read| Bank see rising stress in retail books with LAP, mortgage loans, credit cards spoiling the party: Cibil data\n\nDas and the four deputy governors also deliberated on the prompt correction action (PCA) framework with these lenders, said another banker.Of the 21 state-owned banks, as many as 11 are under the PCA framework, which imposes lending and other restrictions on weak lenders.At the November 19 board meeting, the RBI board decided to refer the issue of relaxing PCA framework to the board of financial supervision of the central bank.The meeting also decided many other steps including a loan restructuring scheme for MSMEs with credit up to Rs 25 crore outside the IBC framework, and giving banks some concession on capital adequacy norms.'"
b'https://www.financialexpress.com',b'RBI governor Shaktikanta Das meets more PSB heads',"b'Loans against property, which are used many smaller entrepreneurs, saw a more pronounced 0.73 percent rise in the assets where repayments have not been done for over 90 days, taking the serious delinquency ratio to 3.03 percent.Loans against property, which are used many smaller entrepreneurs, saw a more pronounced 0.73 percent rise in the assets where repayments have not been done for over 90 days, taking the serious delinquency ratio to 3.03 percent.Ex-NITI Aayog VC Arvind Panagariya criticises Rahul Gandhi for loan waivers\n\nLenders must judiciously monitor their risk management processes, he added.Barring LAP, the other two saw an increase in average tickets.This is especially important for younger consumers, who are generally less experienced in managing debt and are still building their credit habits,\xe2\x80\x9d Singh said.'"
b'https://www.financialexpress.com',"b'Bank see rising stress in retail books with LAP, mortgage loans, credit cards spoiling the party: Cibil data'","b'Yes Bank has recommended the name of its board member Brahm Dutt for the post of Chairman to the RBI, according to sources.\xe2\x80\x9cThe bank has sent the name of Dutt to the Reserve Bank for the Chairman post,\xe2\x80\x9d a source said Tuesday.Since Dutt is already a part of the bank and understands various aspects of the system in a better way, it would be good to have him as the chairman, sources said.Dutt, a retired bureaucrat, is currently an independent director on the bank\xe2\x80\x99s board, which has eight members.Besides, the bank has to recommend name/s for MD&CEO post to the RBI as Kapoor has been denied extension post January 31, 2019 by the the central bank.'"
b'https://www.financialexpress.com',b'Yes Bank recommends name of Brahm Dutt for post of Chairman: Sources',"b'Following the release of the GDP numbers, US agency Fitch Ratings lowered India\xe2\x80\x99s growth forecast for the fiscal to 7.2 per cent, from an earlier projection of 7.8 per cent rise, \xe2\x80\x9con weaker-than-expected momentum in the data, higher financing costs and reduced credit availability.\xe2\x80\x9d\n\nThe year witnessed the biggest fraud in Indian banking history with the Rs 14,000 crore scam on state-run Punjab National Bank (PNB) committed over a number of years and reported in February.On the other hand, transport fuel prices in the country began going up almost daily since August 1, incessantly recording new highs across the country, even as the UK Brent crude oil climbed to $86 per barrel.\xe2\x80\x9cThe widening of the current account deficit amidst tighter global financing conditions should put downward pressure on the currency, and we forecast the rupee to weaken to 75 against the dollar by end-2019,\xe2\x80\x9d Fitch said.The defining moment, however, came in December with the resignation of the RBI Governor nine months prematurely and the first such instance since Independence, which prompted Patel\xe2\x80\x99s predecessor Raghuram Rajan to say that it should be a cause of concern for all Indians.In hindsight, the words of Sudipto Mundle on the Board of Governors of the National Institute of Public Finance and Policy, after the November board meeting proved prophetic.'"
